q1
-0.007317167743543053
-0.006578751621955567
-0.0074881107536947196
-0.009878634996528916
-0.013601489005405079
-0.01852301492786687
-0.02452330866344034
-0.031494425582071876
-0.03928153899492895
-0.047857003452279265
-0.05717427375794032
-0.06713754755836954
-0.07768938232710842
-0.08876025771266334
-0.1002958485920958
-0.11224920684595767
-0.12457952096001658
-0.13724390610021223
-0.15022089365005561
-0.16347381101922637
-0.17697399970444985
-0.19069366873164256
-0.20461352250754955
-0.21871098493200852
-0.23297277061866783
-0.24737872295064256
-0.26191791009936155
-0.2765734744383765
-0.2913373795756612
-0.3061886364329523
-0.3211388359768831
-0.33616138319417915
-0.351199678623613
-0.36629419001811825
-0.3814601449195898
-0.3966963814915957
-0.41198642339017544
-0.42732422084538557
-0.44270408742572853
-0.4581208367570108
-0.4735503006720231
-0.4890402377722128
-0.5045583278084637
-0.5200980551271053
-0.5356552656442035
-0.5512281162661457
-0.5668155534327574
-0.5824166498624319
-0.5980304081893546
-0.6136557804744478
-0.6292917225580292
-0.6449372366725686
-0.6589782414468612
-0.6716159948155266
-0.682987326086903
-0.6932216700050687
-0.7024303995049882
-0.7107157788318844
-0.7181700345783038
-0.7248763228454154
-0.7309095746738387
-0.736337123695047
-0.7413180276203708
-0.7457121249904476
-0.7497012703259159
-0.7533120608392325
-0.7565790896865097
-0.7595309347112766
-0.762194403349075
-0.7645946100654952
-0.7667573063923191
-0.7687058304503993
-0.7704612016144604
-0.7720424061536285
-0.7734666038563188
-0.7747492945309795
-0.7759044682361933
-0.7769447452575781
-0.7778815059244569
-0.778725009968142
-0.7794845054250317
-0.7801683274943482
-0.7807839880059672
-0.7813382562898508
-0.7818372321284166
-0.7822864116061011
-0.7826907465333357
-0.7830546980631781
-0.7833822850624247
-0.7836771277465593
-0.7839424870391171
-0.7841813000713733
-0.7843962121978407
-0.7845896058666443
-0.7847636266509694
-0.7849202067182524
-0.7850610859877509
-0.785187831207695
-0.7853018531353755
-0.7854044220227143
-0.7854966815745595
-0.8269471262067652
-0.8667514591400036
-0.9050680663512561
-0.9420054343765206
-0.9776832957149806
-1.0122343458935057
-1.0457337435408294
-1.0782528050921536
-1.1098408424348654
-1.1405493125086896
-1.1704154768411463
-1.1994634629817924
-1.2277077908773766
-1.2551571886374273
-1.2818149097450509
-1.3076792632496854
-1.332744182982622
-1.3569998144494817
-1.3804330900910786
-1.4030272550436504
-1.4247699275408447
-1.4456351197826345
-1.4656012030452086
-1.4846531628399762
-1.50276769611772
-1.5199203849404817
-1.5360879385077344
-1.5512478553532505
-1.5653786846312294
-1.5784599786081466
-1.5904724899478822
-1.6013983344830318
-1.6112211551055569
-1.6199262738102027
-1.6275008314747785
-1.6339339139734903
-1.639216665354731
-1.6433408009770545
-1.6463048425236608
-1.648105204477416
-1.6487422004203214
-1.6482185281171229
-1.6472519144948854
-1.6445293555869924
-1.6405468256047633
-1.635426753625019
-1.629196257168865
-1.6218810347445034
-1.6134922455466838
-1.6040517628400082
-1.5935880578869261
-1.5822634676827498
-1.5700390193879763
-1.5567783719982204
-1.5425681725044529
-1.5274928376615509
-1.511587669732079
-1.4948941345538802
-1.4774657198897387
-1.459326476966621
-1.4405342964496357
-1.4211452167893968
-1.401186957946182
-1.3807281356378416
-1.359811387151848
-1.3384931190818599
-1.316827030240396
-1.2948677320082351
-1.2726704716293387
-1.2502942220416458
-1.2277891001654946
-1.2052145242380685
-1.1826265578107897
-1.1600857619481533
-1.1376409613561627
-1.115352369610418
-1.0932766711706459
-1.0714687570780215
-1.0499838727737931
-1.0288752486450563
-1.0081962016551795
-0.9879793912551855
-0.9682252433126528
-0.948938469977477
-0.930407258900544
-0.9125546639051071
-0.895426801635012
-0.8790671523826563
-0.8635164914837218
-0.8488130818835418
-0.8349929333768643
-0.822090151935912
-0.8101364573535939
-0.7991611718349251
-0.7891911891670035
-0.7802509251616715
-0.7723622626563151
-0.7655445216799343
-0.7598143360209466
-0.7551856885059716
-0.7516698449325782
-0.7492753244330376
-0.7480078754268883
-0.7478704583232958
-0.7488632352195241
-0.7509835667305869
-0.7542260160159973
-0.7585823600068022
-0.7640416078003697
-0.7705900261716971
-0.7782111721222509
-0.7868859323728856
-0.7965925696910474
-0.807306775926014
-0.8190017316096397
-0.8316481719640633
-0.845214459142194
-0.8596666605115543
-0.8749686327772095
-0.8910821117250954
-0.9079668073531361
-0.9255805041441248
-0.9438791662215705
-0.9628170471175866
-0.9823468038705208
-1.0024196151594327
-1.0229853031727514
-1.0439924588995402
-1.0653885705237545
-1.0871201545947367
-1.1091328896409371
-1.1313717518884876
-1.1537811527417643
-1.1763050776794686
-1.1988872262169796
-1.2214711525838118
-1.244000406763896
-1.2664186755460953
-1.2886699232328547
-1.3106985316561375
-1.3324494391518393
-1.353868278146658
-1.3749015110149585
-1.395496563867487
-1.4156019579388677
-1.4351661672352374
-1.454142709175564
-1.4724829611741297
-1.4901411267234062
-1.5070730641887793
-1.523236438187272
-1.538590900549577
-1.5530979813286954
-1.5667214241227085
-1.5794271907990733
-1.5911834271003795
-1.6019608331409125
-1.6117324916444946
-1.620473989484646
-1.6281634828487652
-1.634781755138691
-1.6403122664105518
-1.6447411958764604
-1.6480555591028243
-1.6502501179727254
-1.651318505465407
-1.6512581156917874
-1.650069085216942
-1.6481890486889592
-1.6448021927651635
-1.6402819095625814
-1.6346610269765214
-1.6279489378287628
-1.620168555842051
-1.6113395933051968
-1.6014838388345025
-1.5906256419917513
-1.5787982043027937
-1.5660447112682763
-1.5526970659619466
-1.5381988340713642
